Title,Condition,Buy Price,Author,Publisher,ISBN
Lorna Doone: A Romance of Exmoor,Good,10.59,R.D. Blackmore,Oxford University Press,0199537593
L'Âge de raison,Good,5.79,Jean-Paul Sartre,Vintage,0679738959
Ἰφιγένεια ἐν Ταύροις / Βάκχαι / Ἰφιγένεια ἐν Αὐλίδι / Ῥῆσος,Good,5.89,Euripides,Oxford University Press,0199540527
Nils Holgerssons underbara resa genom Sverige,Good,8.29,Selma Lagerlöf,Dover Publications,0486286118
The Omen,Good,18.19,David Seltzer,Signet Book,0451219422
The Vampire Companion,Good,8.39,Katherine Ramsland,Ballantine Books,0345379225
The Pathfinder: The Inland Sea,Good,8.29,James Fenimore Cooper,Penguin Publishing Group,0140390715
Osudy dobrého vojáka Švejka za světové války,Good,7.09,Jaroslav Hašek,Harper Perennial,0062835440
The Riddle of the Sands,Acceptable,7.59,Erskine Childers,Random House Publishing Group,0812966147
Capitalism: The Unknown Ideal,Good,5.09,Ayn Rand,Signet Book,0451147952
Night and Day,Good,7.29,Virginia Woolf,Penguin Group,0140185682
The Last Trail,Very Good,5.09,Zane Grey,Phoenix Rider,1604502800
"The Mystery of the Fiery Eye (Alfred Hitchcock and The Three Investigators, #7)",Good,5.79,Robert Arthur,Random House Books for Young Readers,0394837703
Studs Lonigan,Good,14.19,James T. Farrell,Penguin Classics,0141186739
The Country of the Pointed Firs,Good,6.09,Sarah Orne Jewett,Martino Fine Books,1614278334
Selected Short Stories,Very Good,7.89,William Faulkner,Modern Library,0679424784
Nobody Knows My Name,Good,8.89,James Baldwin,Vintage,0679744738
"Pale Horse, Pale Rider",Good,5.49,Katherine Anne Porter,Mariner Books,0151707553
"The Dragonlover's Guide to Pern, Second Edition",Good,5.69,Jody Lynn Nye,Del Rey Books,0345354249
The Loved One: An Anglo-American Tragedy,Good,6.89,Evelyn Waugh,Back Bay Books,031621647X
Peony,Good,6.89,Pearl S. Buck,John day Company,3502199582
Aphrodite,Good,5.29,Isabel Allende,Harper,0060175907
The Life and Adventures of Martin Chuzzlewit,Like New,10.69,Charles Dickens,Oxford University Press,0199554005
The Romances Of Alexandre Dumas: Twenty Years After,Acceptable,6.29,Alexandre Dumas,Wordsworth Editions,1840221631
Anne of Green Gables / Anne of Avonlea / Anne's House of Dreams,New,28.99,L.M. Montgomery,Read & Co. Children's,1473344816
When She Was Good,Good,7.39,Philip Roth,Knopf Doubleday Publishing Group,0679759255
Justine,Very Good,9.19,Lawrence Durrell,Penguin Books,0143119249
Cup of Gold,Acceptable,8.09,John Steinbeck,Penguin Classics,0143039458
The Fire Engine Book (Little Golden Book),Good,4.49,Tibor Gergely,Golden Books,0307960242
Rabbit Redux,Good,7.89,John Updike,Fawcett Books,B000TOW7G2
Speeches and Writings 1832–1858,New,24.7,Abraham Lincoln,Library of America,B000H65ACU
The Bostonians,Good,5.99,Henry James,Penguin Group,0140437665
Black Beauty (Graphic Novel),Good,5.29,Anna Sewell,Puffin Books,014240408X
Radical Chic & Mau-Mauing the Flak Catchers,Good,6.79,Tom Wolfe,Picador USA,0312429134
A Severed Head,Good,4.79,Iris Murdoch,Penguin Books,0140020039
The Sot-Weed Factor,Very Good,23.69,John Barth,Anchor Books,0385240880
The Wings of the Dove,Good,10.39,Henry James,W. W. Norton & Company,0393978818
The Jungle Book,New,9.07,Rudyard Kipling,Union Square Kids,1454942444
"Christmas Books: A Christmas Carol, The Chimes, The Cricket on the Hearth, The Battle of Life, The Haunted Man",Very Good,9.29,Charles Dickens,Oxford University Press,0199536309
The Complete Mark Twain Collection,Good,8.09,Mark Twain,Octopus Books Limited,0706415655
The Small House at Allington,Good,7.79,Anthony Trollope,Penguin Group,0140433252
"Justine, ou les Malheurs de la vertu / La Philosophie dans le boudoir",Good,8.69,Marquis de Sade,Grove Press,0802132189
Βίος και πολιτεία του Αλέξη Ζορμπά,Good,6.89,Nikos Kazantzakis,Simon & Schuster,1476782814
The Rise of Silas Lapham,Good,5.29,William Dean Howells,Penguin Publishing Group,0140390308
Nana,Good,6.39,Émile Zola,Penguin Group,0140442634
Diary of a Provincial Lady,New,18.06,E.M. Delafield,MacMillan Collector's Library,1909621382
At the Mountains of Madness,Good,7.09,H.P. Lovecraft,Modern Library,0812974417
The Comedians,Good,7.29,Graham Greene,Penguin Classics,0143039199
The Jungle Books,Good,4.99,Rudyard Kipling,HarperCollins,0062370871
She: A History of Adventure,Acceptable,6.69,H. Rider Haggard,Penguin Classics,0140437630
Perry Mason: Seven Complete Novels,Very Good,23.19,Erle Stanley Gardner,Random House Value Publishing,0517293641
Under the Greenwood Tree,Good,4.19,Thomas Hardy,Wordsworth Editions,1853262277
Rocannon's World. Planet of Exile. City of Illusions.,New,16.37,Ursula K. Le Guin,Tor Books,1250781264
奔馬 [Honba],New,15.12,Yukio Mishima,Vintage,0679722408
The Golden Apples of the Sun,Good,6.89,Ray Bradbury,William Morrow & Company,0380730391
Intruder in the Dust,Good,5.09,William Faulkner,Vintage,0679736514
McTeague: A Story of San Francisco,Good,5.59,Frank Norris,Penguin Publishing Group,0451531973
The Unvanquished,Good,5.19,William Faulkner,Vintage,0679736522
В круге первом,Good,5.49,Aleksandr Solzhenitsyn,Bantam Doubleday Dell,0553101110
The Witch Family,Good,4.39,Eleanor Estes,Houghton Mifflin,015202610X
Black Unicorn,Good,11.49,Tanith Lee,iBooks,1596871628
Malcolm X: By Any Means Necessary,Very Good,11.89,Malcolm X,Pathfinder,0873487540
Камера обскура,Acceptable,8.59,Vladimir Nabokov,Vintage,0679724508
The Last Chronicle of Barset,Very Good,10.89,Anthony Trollope,Oxford University Press,0199675996
Seven Gothic Tales,Good,5.49,Isak Dinesen,Knopf Doubleday Publishing Group,0679736417
La Condition humaine,Good,6.29,André Malraux,Vintage,0679725741
A Bell for Adano,Good,4.89,John Hersey,Vintage,0394756959
Framley Parsonage,Good,4.69,Anthony Trollope,Penguin Books,0140432132
The Late George Apley,Good,7.39,John P. Marquand,Back Bay Books,0316735671
Black Spring,Good,9.79,Henry Miller,Grove Press,0802131824
Das Lied von Bernadette,Very Good,10.69,Franz Werfel,Ignatius Press,1586171712
Tomorrow Will Be Better,Good,9.69,Betty Smith,Harper Perennial,0062988689
The Prairie: A Tale,Acceptable,6.09,James Fenimore Cooper,Penguin Publishing Group,014039026X
Penrod,Very Good,10.29,Booth Tarkington,Penguin Publishing Group,0143104853
Descent into Hell,New,14.74,Charles Williams,Albatross Publishers,1946963232
The Black Moth,Good,7.29,Georgette Heyer,Sourcebooks Casablanca,1402219520
Satyricon,Good,9.39,Petronius Arbiter,Oxford University Press,0199539219
The Fountain Overflows,Very Good,7.99,Rebecca West,New York Review of Books,1590170342
The Town And The City,Good,5.39,Jack Kerouac,Mariner Books Classics,0156907909
The Summer of the Swans,Very Good,5.49,Betsy Byars,Puffin Books,0142401145
Keep the Aspidistra Flying,Good,7.19,George Orwell,Mariner Books Classics,0156468999
Lamb in His Bosom,New,15.99,Caroline Miller,Peachtree Publishers,1561456012
A Fable,New,14.3,William Faulkner,Vintage,0307946770
Our Town / The Skin of Our Teeth / The Matchmaker,Good,12.19,Thornton Wilder,Harper Perennial,0062971921
The Oxford Companion to English Literature,Good,6.19,Oxford University Press,Oxford University Press,0198661304
The Human Factor,Good,6.89,Graham Greene,Penguin Publishing Group,0143105566
Tell Me How Long the Train's Been Gone,Good,8.79,James Baldwin,Vintage,0375701893
Little Women / Little Men / Jo's Boys,New,23.7,Louisa May Alcott,Aladdin Paperbacks,1534462295
Typee: A Peep at Polynesian Life,Good,6.39,Herman Melville,Createspace Independent Publishing Platform,1977765793
Drums Along the Mohawk,Good,9.69,Walter D. Edmonds,Knopf Doubleday Publishing Group,1101872675
Policeman Small (Lois Lenski Books),Good,16.39,Lois Lenski,Random House Books for Young Readers,0375835695
Cousin Kate,Good,6.29,Georgette Heyer,Sourcebooks Casablanca,1402217684
Gay Neck: The Story of a Pigeon,Like New,11.09,Dhan Gopal Mukerji,Independently published,B0BS8SKZ15
La dame aux camélias,Good,5.79,Alexandre Dumas fils,Gallimard Education,2070367045
The Enormous Room,Like New,10.89,E.E. Cummings,New York Review of Books,1681376199
The Listener,Good,9.39,Taylor Caldwell,Bantam Books,0553101714
Laughing Boy,Good,6.09,Oliver La Farge,Harper Perennial,0618446729
Faro's Daughter,Acceptable,5.89,Georgette Heyer,Sourcebooks Casablanca,1402213522
The Poetry of Pablo Neruda,Good,10.69,René de Costa,"Farrar, Straus and Giroux",0374529604
Under the Lilacs,Good,5.09,Louisa May Alcott,"Little, Brown Books for Young Readers",0316030872
